timestamp,gpu_index,gpu_utilization,memory_used,memory_total
1788710222.9299827,0,0,134171,143771
1788710222.929991,1,100,135847,143771
1788710222.929995,2,30,135847,143771
1788710222.9299986,3,0,4,143771
1788710224.0058753,0,0,134171,143771
1788710224.0058835,1,100,135847,143771
1788710224.005888,2,46,135847,143771
1788710224.0058913,3,0,4,143771
1788710225.0789397,0,34,134171,143771
1788710225.0789466,1,100,135847,143771
1788710225.0789504,2,30,135847,143771
1788710225.0789535,3,0,4,143771
1788710226.153199,0,0,134171,143771
1788710226.1532059,1,100,135847,143771
1788710226.1532102,2,44,135847,143771
1788710226.1532133,3,0,4,143771
1788710227.224814,0,51,134171,143771
1788710227.224819,1,100,135847,143771
1788710227.2248228,2,52,135847,143771
1788710227.2248256,3,0,4,143771
1788710228.2995508,0,21,134171,143771
1788710228.2995572,1,100,135847,143771
1788710228.299561,2,42,135847,143771
1788710228.2995644,3,0,4,143771
1788710229.3713875,0,32,134171,143771
1788710229.3713937,1,100,135847,143771
1788710229.371397,2,47,135847,143771
1788710229.3713999,3,0,4,143771
1788710230.4405773,0,68,134171,143771
1788710230.440584,1,100,135847,143771
1788710230.440588,2,30,135847,143771
1788710230.4405916,3,0,4,143771
1788710231.516296,0,0,134171,143771
1788710231.5163014,1,100,135847,143771
1788710231.5163045,2,31,135847,143771
1788710231.5163069,3,0,4,143771
1788710232.5932152,0,35,134171,143771
1788710232.593222,1,100,135847,143771
1788710232.5932257,2,45,135847,143771
1788710232.5932288,3,0,4,143771
1788710233.6686735,0,0,134171,143771
1788710233.6686802,1,100,135847,143771
1788710233.6686835,2,31,135847,143771
1788710233.6686862,3,0,4,143771
1788710234.7447853,0,49,134171,143771
1788710234.744791,1,99,135847,143771
1788710234.7447937,2,66,135847,143771
1788710234.7447965,3,0,4,143771
1788710235.8193836,0,0,134171,143771
1788710235.8193886,1,100,135847,143771
1788710235.8193917,2,65,135847,143771
1788710235.8193944,3,0,4,143771
1788710236.8994846,0,34,134171,143771
1788710236.8994935,1,100,135847,143771
1788710236.8994977,2,25,135847,143771
1788710236.899501,3,0,4,143771
1788710237.9689085,0,9,134171,143771
1788710237.9689162,1,100,135847,143771
1788710237.9689205,2,46,135847,143771
1788710237.968924,3,0,4,143771
1788710239.0437744,0,48,134171,143771
1788710239.0437827,1,100,135847,143771
1788710239.0437863,2,47,135847,143771
1788710239.0437899,3,0,4,143771
1788710240.1189644,0,35,134171,143771
1788710240.118975,1,100,135847,143771
1788710240.1189792,2,64,135847,143771
1788710240.1189835,3,0,4,143771
1788710241.1941428,0,9,134171,143771
1788710241.1941507,1,100,135847,143771
1788710241.1941547,2,46,135847,143771
1788710241.194158,3,0,4,143771
1788710242.26235,0,56,134171,143771
1788710242.2623577,1,100,135847,143771
1788710242.2623618,2,52,135847,143771
1788710242.262365,3,0,4,143771
1788710243.3344543,0,37,134171,143771
1788710243.334464,1,100,135847,143771
1788710243.3344676,2,52,135847,143771
1788710243.3344707,3,0,4,143771
1788710244.410886,0,0,134171,143771
1788710244.4108942,1,100,135847,143771
1788710244.4108984,2,32,135847,143771
